,price,Sales Package,Model Number,Part Number,Model Name,Series,Color,Type,Suitable For,Battery Cell,MS Office Provided,Processor Brand,Processor Name,Processor Generation,SSD,SSD Capacity,RAM,RAM Type,Processor Variant,Clock Speed,Cache,Graphic Processor,OS Architecture,Operating System,Supported Operating System,Mic In,USB Port,HDMI Port,Touchscreen,Screen Size,Screen Resolution,Screen Type,Speakers,Internal Mic,Wireless LAN,Bluetooth,Dimensions,Weight,Disk Drive,Web Camera,Keyboard,Backlit Keyboard,Warranty Summary,Warranty Service Type,Covered in Warranty,Not Covered in Warranty,Domestic Warranty,Battery Backup,Power Supply,Chipset,RAM Frequency,Number of Cores,System Architecture,Multi Card Slot,Hardware Interface,Sound Chip,Sound Properties,Finger Print Sensor,Security Chip,Pointer Device,Included Software,Additional Features,Dedicated Graphic Memory Type,Dedicated Graphic Memory Capacity,Memory Slots,Refresh Rate,Ethernet,Expandable Memory,Color Gamut,Certification,International Warranty,RJ45,Lock Port,HDD Capacity,Face Recognition,Wireless WAN,Antivirus,Laptop Bag,Brightness,EMMC Storage Capacity,NFC Support,RPM,Stylus Included,Firewire Port,VGA Port,S-video,RJ11,Other Accessories,Dock Port,Read/Write Speed,TGP,Recovery Options,Inbuilt 4G LTE
55,"₹53,990","Laptop, Power Adaptor, User Guide, Warranty Documents",14ARE05,81YM002TIN,UX3402ZA-KM531WS,IdeaPad 1,Graphite Grey,Thin and Light Laptop,Processing & Multitasking,2 cell,Yes,AMD,Ryzen 7 Octa Core,10th Gen,Yes,512 GB,8 GB,DDR4,12500H,3.7,4,AMD Radeon,64 bit,Windows 10 Home,Windows 11 Home,Yes,"2 x Thunderbolt / USB 4 Ports (USB 4 (up to 40 Gbps), USB 3.1 Gen 2 (up to 10 Gbps)",1 x HDMI 1.4,No,35.56 cm (14 inch),1920 x 1080 pixel,"FHD, IPS-Level Panel (144Hz, 45% NTSC)",Built-in Speakers,Built-in array microphones,Wi-Fi 6E (802.11 ax),v5.1,304.1 x 215.0 x 11.3 mm,1.7 Kg,Not Available,720p HD camera,Backlit Chiclet Keyboard,Yes,1 Year Onsite�Warranty�+ 1 Year Premium Care + 1 Year Accidental Damage Protection,Onsite,"(1) Manufacturer’s warranty against faulty workmanship or defective parts; (2) ADP-Single repair once in year against all Liquid spills, unintentional bump and drops, electric surge, cracks on screen; (3) Premium Care- 24x7 on call support, Software support in case of HDD failure","(1) Any kind of physical damage including electrical surge; (2) No software coverage in warranty; (3) Premium Care & ADP- Not covered in case of Theft, fire, rain, flood and part alteration",1 Year,UPTO 6 HRS,180W AC Adapter,Intel HM570,3200 MHz,2,64,1 x DC-in/Micro SD card reader,PCIe NVMe,High Definition (HD) Audio,"High Definition (HD) Audio, Realtek ALC3287 codec",Yes,Firmware TPM 2.0,Touchpad,Microsoft Office Home & Student 2021,Integrated 57Wh battery,GDDR6,6 GB,2,60 Hz,10/100/1000 Mbps?,16 GB,,,1 Year,Yes,Kensington Lock Slot,1 TB,,,McAfee,No,,,,7200,,,No,,,,,,,,
56,"₹34,990","Laptop, Power Adaptor, User Guide, Warranty Documents",EX 215-54/ EX 215-54-356V,NX.EGJSI.00T,15ADA7,IdeaPad 3,Charcoal Black,Thin and Light Laptop,Everyday Use,3 cell,No,Intel,Core i3,11th Gen,Yes,256 GB,8 GB,DDR4,1135G7,2.1 GHz with Max Turbo Boost Frequency Up to 4.0 GHz,11,Intel Integrated UHD,64 bit,Windows 11 Home,Windows 11 Home,Yes,"1x Type-C USB 3.2 Gen1, 2x Type-A USB 3.2 Gen1, 1x Type-A USB 2.0",1x HDMI 1.4,No,39.62 cm (15.6 Inch),1920 x 1080 Pixel,"FHD, (TN 250 nits Anti-glare)",2x 2W,Built-in Dual Array Digital Microphones,"11ac, 2x2",v5.1,359 x 259 x 24.9 mm,1.24 kg,Not Available,720p HD camera,Backlit Chiclet Keyboard,Yes,1 Year International Travelers Warranty (ITW),Onsite,Manufacturing Defects,Physical Damage,2 Year,Not Available,"65W AC Adapter, Li-ion battery",Apple M1 Pro chip,2400 MHz,4,NA,"1 x Multi Format SD Media Card Reader (Support SD/SDHC/SDxC, and Supports Mini Versions of SD/MS Adapters)",PCIe 4.0 NVMe M.2,"High Definition (HD) Audio, Realtek ALC3287 codec",Audio by B&O,Yes,"Energy Star Certified, EPEAT Silver Registered","HP Imagepad with Multi Touch Gesture Support, HP Rechargeable MPP2.0 Tilt Pen","Microsoft Office Home & Student 2019, HP Documentation, HP SSRM, HP Smart ""","70WHrs, 3S1P, Li-ion Battery",GDDR6,4 GB,2 Slots,165 Hz,Integrated 10/100/1000 GbE LAN,32,,,0 Months,Yes,Kensington Lock Port,1 TB,,,McAfee,No,,,,5400,,,No,,,,,,,,
57,"₹1,12,490","MacBook Air, 30W USB-C Power Adapter, USB-C to MagSafe 3 Cable",MLY13HN/A,MLY13HN/A,15ALC6,X1 Slim Series,Starlight,Thin and Light Laptop,Processing & Multitasking,3 cell,No,Apple,M2,11th Gen,Yes,512 GB,8 GB,Unified Memory,1115G4,1.0 GHz upto Max Turbo Frequency at 3.6 GHz,8,NA,64 bit,Mac OS Monterey,Windows 11 Home,Yes,"1x USB 2.0, 1x USB 3.2 Gen 1, 1x USB-C 3.2 Gen 1 (support data transfer only)",1x HDMI 1.4,No,34.54 cm (13.6 Inch),2560 x 1664 Pixel,"Full HD 16:9 aspect ratio, LED Backlit, IPS-level Panel, 250nits, 45% NTSC color gamut, Anti-glare display",Built-in Stereo Speakers,Built-in array microphone,"11ac, 2x2",v5.0,359.2 x 236.5 x 19.9 mm,2.25 Kg,Not Available,HD 720p with Privacy Shutter,"Non-backlit, English",Yes,1 Year Limited Warranty,Onsite,Manufacturing Defects,Physical Damage,1 Year,Upto 11 hours,65W AC Adapter,Intel SoC Platform,3200 MHz,6,64 Bit,1 x SD Card 3.0,PCIe NVMe,High Definition Audio,Waves Maxx Audio Pro,No,Firmware TPM 2.0,HP Imagepad with multi-touch gesture support,"Built-in Apps: iMovie, Siri, GarageBand, Pages, Numbers, Photos, Keynote, Safari, Mail, FaceTime, Messages, Maps, Stocks, Home, Voice Memos, Notes, Calendar, Contacts, Reminders, Photo Booth, Preview, Books, App Store, Time Machine, TV, Music, Podcasts, Find My, QuickTime Player","3 cell, 53.5Whr",GDDR6,4 GB,2,165 Hz,Yes,16,,,1 Year,Yes,Kensington lock slot,1 TB,,,NA,No,,,,5400,,,No,,,,,,,,
58,"₹76,990","Laptop, battery, power adapter, user guide",Katana GF66 12UD-472IN,9S7-158422-472,XL21,IdeaPad,Black,Gaming Laptop,Gaming,3,No,Intel,Core i5,11th Gen,Yes,512 GB,16 GB,DDR4,1240P,4.4,24 MB,NVIDIA GeForce RTX 3050 Ti,64 bit,Windows 11 Home,Windows 11 Home,Yes,"1 x USB 2.0 Type-A, 1 x USB 3.2 Gen 1 Type-C, 2 x USB 2.0 Type-A",1 x HDMI 2.0 port,No,39.62 cm (15.6 Inch),1920 x 1080 Pixels,"OLED, Aspect Ratio: 16:10, 0.2ms Response Time, 90 Hz Refresh Rate, 400nits Brightness, 600nits Peak Brightness, 100% DCI-P3 Color Gamut, Contrast Ratio: 1000000:1, Color Depth: 1.07 Billion, Glossy Display, 70% Less Harmful Blue Light, SGS Eye Care Display, Screen-to-Body Ratio: 90%",Built-in Speaker,Built-in array microphone,Wi-Fi 6(802.11ax),v5.2,324.0 x 215.0 x 17.9 mm,1.65 Kg,Not Available,720p with Privacy Shutter,"Backlit, English",No,2 Year Carry-In Warranty Term,Carry-In,Part Failure,"Physical Damage, Burn, Liquid Spill",1 Year,Upto 7 hours,300W Slim Tip (3-pin) Adapter,Mobile Intel HM470 Express Chipsets,4800 MHz,4,64 bit,1 x card reader,NVMe PCIE 3.0 SSD,High Definition (HD) Audio,2 x 1.5 W Stereo Speakers with Dolby Audio,No,TPM 2.0,Trackpad with Windows Precision Driver,Microsoft Office Home & Student 2021,45 Wh Li-ion Battery,GDDR6,4 GB,2,144 Hz,10/100/1000/2500 Mbps,16,,,1 Year,Yes,Kensington Lock Port,1 TB,,,NA,No,,,,5400,,,No,,,,,,,,
59,"₹52,990","Laptop, Power Adapter, User Guide, Warranty Documents",15ITL6,82H802KVIN,X1402ZA-EK391WS,IdeaPad Gaming,Arctic Grey,Thin and Light Laptop,Processing & Multitasking,3-cell Li-ion,Yes,Intel,Core i5,11th Gen,Yes,512 GB,8 GB,DDR4,3500U,2.1 GHz with Turbo Boost Upto 4 GHz,6,Intel Integrated Iris Xe Graphics,64 bit,Windows 11 Home,Windows 11 Home 64 Single Language,Yes,"1 x USB 3.2 Gen 2 Type-A, 2x Thunderbolt 4 Supports Display / Power Delivery",1 x HDMI 1.4b,No,39.62 cm (15.6 inch),1920 x 1080 Pixel,"FHD, TN 220nits Anti-glare",Built-in Speaker,Built-in Dual Array Microphones,"11ax, 2x2",v5.2,313.6 x 220.6 x 16.9 mm,1.40 kg,Not Available,HD Webcam,Backlit Keyboard,Yes,2 Years Onsite Warranty,Onsite,Manufacturing Defects,Physical Damage,1 Year,Upto 8 hours,65W Round Tip (3-pin),Intel SoC Platform,3200 MHz,10,64,1 x card reader,NVMe PCIe,Intel ISST,DTS Audio Processing,Yes,Firmware TPM 2.0,Keyboard,Microsoft Office (Trial Only),"43 Wh Li-ion, Support battery fast charge",GDDR6,4 GB,"Two DDR4 SO-DIMM slots, dual-channel capable",60 Hz,Killer Ethernet E2600,Upto 16 GB,,,1 Year,Yes,Kensington Lock Port,1 TB,,,HP,No,,,,5400,,,No,,,,,,,,
60,"₹39,490","Laptop, Power Adaptor, User Guide, Warranty Documents",K413EA-EB303WS,90NB0RLB-M006R0,IdeaPad 3 14ACL6,Chromebook,Transparent Silver,Thin and Light Laptop,Processing & Multitasking,3 Cell,Yes,Intel,Core i3,11th Gen,Yes,512 GB,8 GB,DDR4,5500U,2.5 GHz upto max turbo frequency at 4.5 Ghz,12 MB,Intel Integrated UHD,64 bit,Windows 11 Home,Windows 11 Home 64-bit,Yes,"1x USB 2.0, 1x USB 3.2 Gen 1, 1x USB-C® 3.2 Gen 1 (support data transfer only)",1x HDMI 1.4b,No,35.56 cm (14 inch),1920 x 1080 Pixel,"Full HD TN 250nits Anti-glare, 45% NTSC",Dual Stereo Speakers,Built-in Microphone,"Wi-Fi 6 11ax, 2x2",v5.0,360.2 x 236 x 17.9 mm,1.39 kg,Not Available,"720p HD camera, with privacy shutter",Chiclet Keyboard,Yes,1 Year Onsite Warranty,Onsite,Manufacturing Defects,Accidental Damage,1 Year,Upto 14 Hours,200W AC Adapter,NA,3200 MHz,2,64,1x Card reader,NVMe PCIe,High Definition (HD) Audio,Dolby Audio,No,Firmware TPM 2.0,"HP Imagepad with multi-touch gesture support, Precision Touchpad Support","Windows 11, Microsoft Office H&S 2021, 1 Year McAfee",48WHrs Li-ion Battery,GDDR6,4 GB,2,144 Hz,100/1000M,Upto 12GB,,,1 Year,Yes,Kensington Lock Port,1 TB,,,NA,No,,,,5400,,,No,,,,,,,,
61,"₹86,490","Laptop, Power Adaptor, Battery, Warranty Documents, User Guide",UX3402ZA-KM531WS,90NB0WC1-M00360,15IHU6,15s Intel,Ponder Blue,Thin and Light Laptop,Processing & Multitasking,3 Cell,Yes,Intel,Core i5,11th Gen,Yes,512 GB,16 GB,LPDDR5,1035G1,1.1 GHz with Turbo Boost Upto 2.4 GHz,11,Intel Integrated Iris Xe,64 bit,Windows 11 Home,Windows 11 Home,Yes,"1 x USB 2.0, 1 x USB 3.2 Gen 1, 1 x USB-C 3.2 Gen 1 (support data transfer only)",1 x HDMI Port (v1.4),No,35.56 cm (14 inch),2880 x 1800 Pixel,"Full HD IPS Display ( 300nits peak brightness, 100% sRGB, NTSC 72%)",Built-in Dual Speakers,Built-in Dual Array Digital Microphones,Wi-Fi 5 (802.11ac) Dual band (2*2),v5.2,359.2 x 236.5 x 19.9 mm,1.6 Kg,Not Available,720p with Privacy Shutter,"Backlit, English",No,1 Year Onsite Warranty,Onsite,Manufacturing Defects,Physical Damage,1 Year,Upto 6.7 Hours,65 W AC Adapter,AMD SoC Platform,3200 MHz,12,NA,1x Card reader,PCIe NVMe M.2,High Definition Audio,"Stereo Speakers, Wide Stereo Sound, Support for Dolby Atmos",No,Firmware TPM 2.0,Touchpad,"Built-in Apps: iMovie, Siri, GarageBand, Pages, Numbers, Photos, Keynote, Safari, Mail, FaceTime, Messages, Maps, Stocks, Home, Voice Memos, Notes, Calendar, Contacts, Reminders, Photo Booth, Preview, Books, App Store, Time Machine, TV, Music, Podcasts, Find My, QuickTime Player",45 Wh Battery,GDDR6,8 GB,2 Slots,144 Hz,100/1000M,16,,,1 Year,Yes,Kensington Lock Port,1 TB,,,NA,No,,,,5400,,,No,,,,,,,,
62,"₹43,900","Laptop, Power Adaptor, User Guide, Warranty Documents",15ADA7,82R1004AIN,15s-fq5111TU,IdeaPad 3,Cloud Grey,Thin and Light Laptop,Processing & Multitasking,2 Cell,Yes,AMD,Ryzen 5 Quad Core,12th Gen,Yes,512 GB,8 GB,DDR4,1220P,"1.3 GHz upto Max 4.4 GHz,",12,AMD Radeon Vega 8 Graphics,64 bit,Windows 11 Home,Windows 11 Home,Yes,2 x USB 3.0,1x HDMI 1.4b,No,39.62 cm (15.6 Inch),1920 x 1080 Pixel,"FHD, Anti-glare display ( Brightness 220 nits, 45% NTSC color gamut)",Built-in Dual Speakers,Dual Array Microphone,Realtek RTL8822CE 802.11a/b/g/n/ac (2x2),v5.0,323.3 x 14.8 x 211.1 mm,1.65 kg,Not Available,HD 720p with Camera Shutter,"White Backlit, English",Yes,2 Years Onsite�Warranty,Onsite,Manufacturing Defects,Physical Damage,1 Year,UPTO 6 HRS,65W,Intel SoC Platform,2933 MHz,6,64,Micro SD Card Reader,NVMe PCIe,High Definition (HD) Audio,"High Definition (HD) Audio, Realtek ALC3287 codec",No,Firmware TPM 2.0,Touchpad with Multi-touch Gesture Support,Office Home and Student 2021,52.6 Watt Hour Lithium polymer Battery,GDDR6,4 GB,2,165 Hz,100/1000 MBPS,Upto 16 GB,,,1 Year,No,Kensington Lock Slot,1 TB,,,McAfee Multi Device Security 15 Months Subscription,No,,,,5400,,,No,,,,,,,,
63,"₹45,126","Laptop, Power Adaptor, User Guide, Warranty Documents",15ALC6,82KU017KIN,15IAU7,Vostro,Arctic Grey,Thin and Light Laptop,Processing & Multitasking,3 cell,Yes,AMD,Ryzen 5 Hexa Core,12th Gen,Yes,512 GB,8 GB,DDR4,5500U,1.2 GHz with Turbo Boost Upto 3.4 GHz,20 MB,AMD Radeon AMD,64 bit,Windows 11 Home,Windows 11 Home,Yes,"1 x USB 2.0 Type-A, 1 x USB 3.2 Gen 1 Type-C, 2 x USB 3.2 Gen 1 Type-A",1 x HDMI Port,No,39.62 cm (15.6 inch),1920 x 1080 pixel,"Full HD (IPS 300nits Anti-glare, 45% NTSC)",Built-in speaker,Built-in Microphones,"Wi-Fi 6 11ax, 2x2",v5.0,324.9 x 213.9 x 19.9 mm,1.24 kg,Not Available,720p HD Webcam,Chiclet Keyboard,Yes,2 Years Onsite�Warranty,Onsite,Manufacturer’s warranty against faulty workmanship or defective parts,(1) Any kind of physical damage including electrical surge; (2) No software coverage in warranty,2 Year,Upto 5 hours,90W AC Adapter,Intel HM370,3200 MHz,10,64,NA,PCIe NVMe,High Definition (HD) Audio,DTS Audio Processing,No,Firmware TPM 2.0,Touchpad with Multitouch Gesture Support,Office Home and Student 2021,Integrated 45Wh,GDDR6,6 GB,2,120 Hz,Available,16,,,1 Year,Yes,Kensington Lock Port,1 TB,,,NA,No,,,,5400,,,No,,,,,,,,
64,,"Laptop, Power Adaptor, User Guide, Warranty Documents",XL21,71008300411,15s-eq2143au,Aspire 7,Noble Red,Thin and Light Laptop,"Entertainment, Everyday Use, Performance, Processing & Multitasking, Travel & Business",3,No,Intel,Core i5,10th Gen,Yes,256 GB,16 GB,LPDDR4X,11320H,2.6 GHz with Turbo Boost Upto 3.8 GHz,12,Intel Integrated UHD Graphics,64 bit,Windows 11 Home,Windows 11 Home,Yes,"1 x USB 3.2 Gen 1, 1 x USB 3.2 Gen 1, 1 x USB-C 3.2 Gen 1",1x HDMI 1.4b,No,35.56 cm (14 Inch),1920 x 1080 Pixel,"Full HD IPS 250nits Anti-glare, 60Hz, 45% NTSC, DC dimmer",Built-in Stereo Speakers,Built-in dual array digital microphones,IEEE 802.11ac,v5.1,356.67 x 233.13 x 17.9 mm,1.50 Kg,Not Available,HP True Vision 720p HD camera,"Full-size, backlit natural silver keyboard with numeric keypad",No,1 Year Onsite Warranty,Onsite,Manufacturing Defects,Physical Damage,1 Year,Up to 12 hours,65W Type C Adapter,Intel SoC Platform,3200 MHz,8,64 bit,1x Card reader,M.2 NVMe PCIe 3.0,Realtek ALC 233,"1.5W x 2, Dolby Audio",Yes,Firmware TPM 2.0,Trackpad with Windows Precision Driver,Microsoft Office Home & Student 2019,"65W AC Adapter, Li-ion Battery",GDDR6,4 GB,2 Slots,60 Hz,Yes,16,,,1 Year,Yes,Kensington Lock Port,1 TB,,,McAfee,No,,,,5400,,,No,,,,,,,,
65,"₹40,990","Laptop, Power Adaptor, User Guide, Warranty Documents",X1402ZA-EK391WS,90NB0WP2-M00BA0,A715-42G,IdeaPad 3,Quiet Blue,Laptop,Processing & Multitasking,2,Yes,Intel,Core i3,12th Gen,Yes,512 GB,8 GB,DDR4,N3350,2.1 GHz with Max Turbo Boost Frequency Up to 4.0 GHz,12 MB,Intel Integrated Iris Xe Graphics,64 bit,Windows 11 Home,Windows 11 Home,Yes,"2 x USB 3.2 Gen 1, 1 x USB-C 3.2 Gen 1 (support data transfer only)",1 x HDMI 2.1 TMDS,No,35.56 cm (14 Inch),1920 x 1080 Pixels,"HD LED Backlit LCD Anti-glare Display (16:9, NTSC: 45% Color Gamut, 200nits Brightness, 80% Screen-to-body Ratio)",speakers Two built-in stereo speakers,Built-in Dual Microphone,Realtek RTL8821CE 802.11b/g/n/ac (1x1,v5.0,359.6 x 251.9 x 24.2 mm,1.66 kg,Not Available,HD 720p with Privacy Shutter,"Backlit, English",No,1 Year Onsite Warranty,Onsite,Manufacturing Defects,Physical Damage,1 Year,Upto 7 hours,240 W Adapter,Intel SoC Platform,3200 MHz,10,64 bit,1x 4-in-1 Card Reader,PCIe NVMe M.2,High Definition Audio,"DTS X:Ultra Audio, featuring optimized Bass, Loudness, Speaker Protection with up to 6 custom content modes by smart amplifier | Supported in Windows Spatial Sound for PC Gaming with DTS license integrated | Immersive audio rendering over headphones and internal speakers | Acer Purified.Voice technology with dual built-in microphones. Features include far-field pickup, keystroke suppression, adaptive beam forming, and pre-defined personal and conference call modes. | Compatible with Cortana with Voice | Acer TrueHarmony technology for lower distortion, wider frequency range, headphone-like audio and powerful sound",Yes,Firmware TPM 2.0,Keyboard,Microsoft Office (Trial Only),"41 Wh Li-ion Battery, Support battery fast charge",GDDR6,4 GB,2,60 Hz,Yes,16,,,0 Year,No,Kensington lock slot,1 TB,,,McAfee,No,,,,7200,,,No,,,,,,,,
66,"₹38,990","Laptop, Power Adaptor, User Guide, Warranty Documents",ideapad 3 14ALC6UB,82KT00GLIN,15ITL6,ASUS TUF Dash F15,Abyss Blue,Thin and Light Laptop,Processing & Multitasking,4 Cell,Yes,AMD,Ryzen 5 Hexa Core,11th Gen,Yes,512 GB,8 GB,DDR4,1235U,4.2,8,AMD Radeon Radeon,64 bit,Windows 11 Home,Windows 11 Home,Yes,USB port is 2 x USB 3.0 +2 x USB 3.1,1x HDMI 1.4,No,35.56 cm (14 inch),1920 x 1080 Pixel,"Full HD, micro-edge, anti-glare, UWVA, Brightness: 250 nits, 141 ppi, Color Gamut: 45%NTSC",Built-in Speaker,Dual Array Microphone,802.11a/b/g/n/acR2+ax wireless LAN,v5.0,358 x 248 x 15.6,2.25 kg,Not Available,720P HD Webcam,English International Non Backlit Keyboard,Yes,2 Years Onsite�Warranty,Carry-In Warranty,Manufacturing Defects,Physical Damage,2 Year,Upto 11 hours,135W Slim Tip (3-pin),AMD Integrated SoC,4800 MHz,8,64,Yes,M.2 SATA,High Definition (HD) Audio,"AI Noise Canceling Technology, Dolby Atmos, Hi-Res Certification, Smart Amp Technology",No,Firmware TPM 2.0,Touchpad,"Acer Care Center, Acer Product Registration",59 Wh 4-cell Li-ion�battery,GDDR6,4 GB,2,360 Hz,Yes,16,,,1 Year,No,Kensington Lock Slot,1 TB,,,McAfee,Yes,,,,5400,,,Yes,,,,,,,,
67,"₹50,990","Laptop, Battery, Adapter, Cables and User Manuals",82K101B6IN|82K101FTIN,"82K101B6IN, 82K101FTIN",FX517ZC-HN109WS,VivoBook Flip 14,Shadow Black,Gaming Laptop,Gaming,3 cell,No,Intel,Core i5,12th Gen,Yes,512 GB,8 GB,DDR4,1235U,3.50 GHz Upto 4.7 GHz,16 MB,NVIDIA GeForce GTX 1650,64 bit,Windows 11 Home,Windows 11 Home,Yes,"1 x SuperSpeed USB Type-C 5Gbps signaling rate, 2 x SuperSpeed USB Type-A 5Gbps signaling rate",1 x HDMI 1.4,No,100.63 cm (39.62 cm),1920 x 1080 Pixel,"FHD, TN 250nits Anti-glare",Built-in Dual Speakers,Built-in array microphone,"Wi-Fi 6 11ax, 2x2",v5.0,358 x 242 x 17.9 mm,1.43 Kg,Not Available,HP True Vision 720p HD camera,Full-size island-style natural silver keyboard with numeric keypad,Yes,1 Year Onsite Warranty + 1 Year Premium Care + 1 Year Accidentaly Damage Protection,Onsite,Manufacturing Defects,Physical Damage,1 Year,Upto 10 Hours,150W AC Adapter,AMD SoC Platform,3200 MHz,4,64,1 x card reader,M.2 2280 PCIe 3.0x2,High Definition (HD) Audio,Dolby Audio,No,Firmware TPM 2.0,Touchpad,Office Home and Student 2021,"90WHrs, 4S1P, 4 Cell Li-ion",GDDR6,4 GB,2,144 Hz,10/100/1000,16 GB,,,1 Year,Yes,Yes,1 TB,,,NA,No,,,,5400,,,No,,,,,,,,
68,"₹51,990","Laptop, Power Adaptor, User Guide",C523NA-BR0300| C523NA-BR0476,90NX01R1-M03480| 90NX01R1-M06440,TP470EA-EC301WS,Vostro,Silver,Chromebook,Processing & Multitasking,4 cell,No,Intel,Celeron Dual Core,11th Gen,No,512 GB,4 GB,LPDDR4,1005G1,4.1,8,Intel Integrated HD 500,64 bit,Chrome,Windows 11 Home,Yes,"1x USB 2.0, 1x USB 3.2 Gen 1, 1x USB-C 3.2 Gen 1 (support data transfer, Power Delivery 3.0, and DisplayPort 1.2)",1 x HDMI 1.4b,No,39.62 cm (15.6 inch),1366 x 768 Pixels,Full HD LED Backlit Anti-glare Display,Dual Stereo Speakers,Built-in array microphone,Wi-Fi 6(802.11ax) (Dual band) 2*2,v4.0,359.2 x 236.5 x 19.9 mm,1.69 Kg,Not Available,720p HD Webcam,"103-/104-/107-key FineTip backlit keyboard with independent standard numeric keypad, international language support and power button",Yes,1 Year Onsite Warranty,Onsite,Manufacturing Defects,Physical Damage,1 Year,Upto 15 Hours,135 W Adapter,Intel SoC Platform,3200 MHz,6,64 Bit,1x SD-card slot,PCIe NVMe,High Definition Audio,Harman/ Kardon (Mainstream),No,"Energy Star Certified, EPEAT Silver Registered",Multigesture Touchpad,No,Integrated 45Wh Battery,GDDR6,4 GB,2 Slots,60 Hz,10/100/1000 Mbps,16,,,1 Year,Yes,Kensington lock slot,1 TB,,,McAfee,No,,,,5400,,,No,,,,,,,,
69,"₹17,990","Laptop, Power Adaptor, User Guide, Warranty Documents",15s-fq5111TU,6P129PA#ACJ,Vostro 5620,IdeaPad 3,Natural Silver,Thin and Light Laptop,Processing & Multitasking,3 Cell,Yes,Intel,Core i5,10th Gen,Yes,512 GB,8 GB,DDR4,5300U,"Base Frequency 1.20 GHz, Max Turbo Boost Upto 4.40 GHz",18,Intel Integrated Iris Xe,64 bit,Windows 11 Home,Windows 11 Home,Yes,"2 x USB 3.1,1 x USB 2.0",1x HDMI 1.4,No,39.62 cm (15.6 inch),1920 x 1080 Pixel,"Full HD, micro-edge, anti-glare, Brightness: 250 nits, 141 ppi, Color Gamut: 45%NTSC",Built-in Speakers,Built-in microphone,Wi-Fi 6(802.11ax),v5.0,240 x 329 x 20 mm,1.63 Kg,Not Available,HD 720p with Privacy Shutter,"Backlit, English",Yes,1 Year Onsite Warranty,Onsite,Manufacturing Defects,Physical Damage,1 Year,Upto 11 hours,65W Type C Adapter,AMD SoC,3200 MHz,4,64,1x SD Card 3.0,PCIe NVMe,High Definition (HD) Audio,DTS Audio Processing,No,Firmware TPM 2.0,Precision Touchpad with Multi-Gesture Support,"Windows 11, Microsoft Office H&S 2021, 1 Year McAfee",70WHrs Li-ion Battery,GDDR6,4 GB,1,60 Hz,100/1000M,Upto 12GB,,,1 Year,Yes,Kensington Lock Port,1 TB,,,NA,No,,,,5400,,,Yes,,,,,,,,
70,"₹59,310","Laptop, Power Adaptor, User Guide, Warranty Documents",15IAU7,82RK0062IN,15ALC6,Envy x360 Creator OLED Intel Evo,Arctic Grey,Thin and Light Laptop,Processing & Multitasking,3,Yes,Intel,Core i5,11th Gen,Yes,512 GB,8 GB,DDR4,5500U,2.1 GHz with Max Turbo Boost Frequency Up to 4.0 GHz,4MB,Intel Integrated UHD Graphics,64 bit,Windows 11 Home,Windows 11 Home,Yes,"1 x SuperSpeed USB Type-C 5Gbps signaling rate, 2 x SuperSpeed USB Type-A 5Gbps signaling rate",1x HDMI Port (v2.1),No,39.62 cm (15.6 Inch),1920 x 1080 Pixel,"Full HD IPS (In-Plane Switching) technology, Acer ComfyView LED-backlit TFT LCD, 16:9 aspect ratio, 45% NTSC color gamut",Built-in Dual Speakers,Built-in array microphones,Intel Wi-Fi 6 2 x 2 (Gig+),v5.2,358 x 242 x 17.9 mm,1.58 kg,Not Available,720P HD camera,Backlit Chiclet Keyboard Single Light,Yes,2 Year Onsite Warranty,Onsite,Manufacturing Defects,Physical Damage,2 Year,Upto 8 hours,"65W Round Tip (2-pin, Wall-mount)",Intel SoC Platform,3200 MHz,8,NA,1x Card reader,NVMe PCIe,High Definition (HD) Audio,Dolby Audio,No,"Energy Star Certified, EPEAT Silver Registered",MultiGesture Touchpad,"Built-in Apps: iMovie, Siri, GarageBand, Pages, Numbers, Photos, Keynote, Safari, Mail, FaceTime, Messages, Maps, Stocks, Home, Voice Memos, Notes, Calendar, Contacts, Reminders, Photo Booth, Preview, Books, App Store, Time Machine, TV, Music, Podcasts, Find My, QuickTime Player",52.5 Wh Li-ion Polymer Battery,GDDR6,8 GB,2,360 Hz,Yes,16,,,1 Year,No,Kensington lock slot,1 TB,,,NA,No,,,,5400,,,No,,,,,,,,
